species,niche,plant_no,disk,region,sto1,sto2,sto3,fov_mm2
serpocaulon_loriciforme,epiphyte,6,3,2,7,7,6,0.16
serpocaulon_loriciforme,epiphyte,6,3,3,7,8,8,0.16
serpocaulon_loriciforme,epiphyte,9,1,1,7,7,6,0.16
serpocaulon_loriciforme,epiphyte,9,1,2,6,5,8,0.16
serpocaulon_loriciforme,epiphyte,9,1,3,7,6,7,0.16
serpocaulon_loriciforme,epiphyte,9,2,1,8,5,7,0.16
serpocaulon_loriciforme,epiphyte,9,2,2,7,7,6,0.16
serpocaulon_loriciforme,epiphyte,9,2,3,6,6,7,0.16
serpocaulon_loriciforme,epiphyte,9,3,1,8,11,8,0.16
serpocaulon_loriciforme,epiphyte,9,3,2,8,8,9,0.16
serpocaulon_loriciforme,epiphyte,9,3,3,10,6,6,0.16
serpocaulon_loriciforme,epiphyte,10,1,1,5,4,6,0.16
serpocaulon_loriciforme,epiphyte,10,1,2,5,6,4,0.16
serpocaulon_loriciforme,epiphyte,10,1,3,6,6,8,0.16
serpocaulon_loriciforme,epiphyte,10,2,1,8,7,7,0.16
serpocaulon_loriciforme,epiphyte,10,2,2,6,7,5,0.16
serpocaulon_loriciforme,epiphyte,10,2,3,9,7,6,0.16
serpocaulon_loriciforme,epiphyte,10,3,1,7,6,6,0.16
serpocaulon_loriciforme,epiphyte,10,3,2,7,5,5,0.16
serpocaulon_loriciforme,epiphyte,10,3,3,5,6,4,0.16
serpocaulon_loriciforme,epiphyte,12,1,1,8,8,6,0.16
serpocaulon_loriciforme,epiphyte,12,1,2,6,8,6,0.16
serpocaulon_loriciforme,epiphyte,12,1,3,7,6,7,0.16
serpocaulon_loriciforme,epiphyte,12,2,1,7,8,8,0.16
serpocaulon_loriciforme,epiphyte,12,2,2,7,7,9,0.16
serpocaulon_loriciforme,epiphyte,12,2,3,6,8,6,0.16
serpocaulon_loriciforme,epiphyte,12,3,1,7,9,10,0.16
serpocaulon_loriciforme,epiphyte,12,2,2,10,10,9,0.16
serpocaulon_loriciforme,epiphyte,12,2,3,6,8,9,0.16
serpocaulon_loriciforme,epiphyte,5,1,1,10,11,12,0.16
serpocaulon_loriciforme,epiphyte,5,1,2,6,9,6,0.16
serpocaulon_loriciforme,epiphyte,5,1,3,8,7,8,0.16
serpocaulon_loriciforme,epiphyte,5,2,1,9,7,11,0.16
serpocaulon_loriciforme,epiphyte,5,2,2,8,9,5,0.16
serpocaulon_loriciforme,epiphyte,5,2,3,10,8,6,0.16
serpocaulon_loriciforme,epiphyte,5,3,1,8,6,8,0.16
serpocaulon_loriciforme,epiphyte,5,2,2,6,7,7,0.16
serpocaulon_loriciforme,epiphyte,5,2,3,8,8,6,0.16
serpocaulon_loriciforme,epiphyte,4,1,1,7,8,9,0.16
serpocaulon_loriciforme,epiphyte,4,1,2,10,7,6,0.16
serpocaulon_loriciforme,epiphyte,4,1,3,6,10,5,0.16
serpocaulon_loriciforme,epiphyte,4,2,1,8,10,12,0.16
serpocaulon_loriciforme,epiphyte,4,2,2,9,11,12,0.16
serpocaulon_loriciforme,epiphyte,4,2,3,9,10,8,0.16
serpocaulon_loriciforme,epiphyte,4,3,1,9,10,10,0.16
serpocaulon_loriciforme,epiphyte,4,2,2,8,9,10,0.16
serpocaulon_loriciforme,epiphyte,4,2,3,9,9,11,0.16
phlebodium_aurem,epiphyte,1,1,1,92,85,95,2.57
phlebodium_aurem,epiphyte,1,2,1,95,93,108,2.57
phlebodium_aurem,epiphyte,1,3,1,108,98,124,2.57
phlebodium_aurem,epiphyte,2,1,1,96,131,92,2.57
phlebodium_aurem,epiphyte,2,2,1,105,94,92,2.57
phlebodium_aurem,epiphyte,2,3,1,100,92,101,2.57
phlebodium_aurem,epiphyte,3,1,1,127,135,130,2.57
phlebodium_aurem,epiphyte,3,2,1,133,142,134,2.57
phlebodium_aurem,epiphyte,3,3,1,136,133,156,2.57
phlebodium_aurem,epiphyte,4,1,1,134,124,110,2.57
phlebodium_aurem,epiphyte,4,2,1,99,112,116,2.57
phlebodium_aurem,epiphyte,4,3,1,113,97,94,2.57
phlebodium_aurem,epiphyte,5,1,1,117,99,105,2.57
phlebodium_aurem,epiphyte,5,2,1,137,117,128,2.57
phlebodium_aurem,epiphyte,5,3,1,103,86,75,2.57
phlebodium_aurem,epiphyte,6,1,1,120,110,102,2.57
phlebodium_aurem,epiphyte,6,2,1,111,116,115,2.57
phlebodium_aurem,epiphyte,6,3,1,120,119,104,2.57
phlebodium_aurem,epiphyte,7,1,1,123,121,119,2.57
phlebodium_aurem,epiphyte,7,2,1,110,106,110,2.57
phlebodium_aurem,epiphyte,7,3,1,107,99,99,2.57
phlebodium_aurem,epiphyte,8,1,1,80,76,76,2.57
phlebodium_aurem,epiphyte,8,2,1,73,64,64,2.57
phlebodium_aurem,epiphyte,8,3,1,83,66,85,2.57
thelypteris_curtii,terrestrial,1,1,1,18,16,16,0.16
thelypteris_curtii,terrestrial,1,2,1,19,21,18,0.16
thelypteris_curtii,terrestrial,1,3,1,26,26,20,0.16
thelypteris_curtii,terrestrial,2,1,1,16,21,19,0.16
thelypteris_curtii,terrestrial,2,2,1,15,16,21,0.16
thelypteris_curtii,terrestrial,2,3,1,22,19,17,0.16
thelypteris_curtii,terrestrial,3,1,1,21,23,26,0.16
thelypteris_curtii,terrestrial,3,2,1,23,25,24,0.16
thelypteris_curtii,terrestrial,3,3,1,17,20,21,0.16
thelypteris_curtii,terrestrial,4,1,1,18,16,12,0.16
thelypteris_curtii,terrestrial,4,2,1,21,19,17,0.16
thelypteris_curtii,terrestrial,4,3,1,16,14,18,0.16
thelypteris_curtii,terrestrial,5,1,1,16,17,16,0.16
thelypteris_curtii,terrestrial,5,2,1,18,17,15,0.16
thelypteris_curtii,terrestrial,5,3,1,17,18,19,0.16
thelypteris_curtii,terrestrial,6,1,1,20,25,22,0.16
thelypteris_curtii,terrestrial,6,2,1,21,24,21,0.16
thelypteris_curtii,terrestrial,6,3,1,22,27,19,0.16
polybotrya_osmundacea,climber,1,1,1,112,106,92,2.57
polybotrya_osmundacea,climber,1,2,1,120,141,111,2.57
polybotrya_osmundacea,climber,1,3,1,119,142,92,2.57
polybotrya_osmundacea,climber,2,1,1,103,109,129,2.57
polybotrya_osmundacea,climber,2,2,1,91,98,119,2.57
polybotrya_osmundacea,climber,2,3,1,91,96,106,2.57
polybotrya_osmundacea,climber,3,1,1,100,90,106,2.57
polybotrya_osmundacea,climber,3,2,1,87,119,111,2.57
polybotrya_osmundacea,climber,3,3,1,99,84,96,2.57
polybotrya_osmundacea,climber,4,1,1,120,132,119,2.57
polybotrya_osmundacea,climber,4,2,1,120,133,122,2.57
polybotrya_osmundacea,climber,4,3,1,117,136,136,2.57
polybotrya_osmundacea,climber,5,1,1,136,116,115,2.57
polybotrya_osmundacea,climber,5,2,1,93,125,133,2.57
polybotrya_osmundacea,climber,5,3,1,129,126,127,2.57
polybotrya_osmundacea,climber,6,1,1,97,95,110,2.57
polybotrya_osmundacea,climber,6,2,1,94,105,92,2.57
polybotrya_osmundacea,climber,6,3,1,102,94,122,2.57
cyclopeltis_semicordata,terrestrial,8,1,1,8,10,10,0.166
cyclopeltis_semicordata,terrestrial,8,1,2,7,11,8,0.166
cyclopeltis_semicordata,terrestrial,8,1,3,8,9,8,0.166
cyclopeltis_semicordata,terrestrial,8,2,1,8,8,11,0.166
cyclopeltis_semicordata,terrestrial,8,2,2,8,9,9,0.166
cyclopeltis_semicordata,terrestrial,8,2,3,8,11,9,0.166
cyclopeltis_semicordata,terrestrial,8,3,1,9,9,10,0.166
cyclopeltis_semicordata,terrestrial,8,3,2,8,9,9,0.166
cyclopeltis_semicordata,terrestrial,8,3,3,11,8,9,0.166
cyclopeltis_semicordata,terrestrial,2,1,1,3,4,7,0.166
cyclopeltis_semicordata,terrestrial,2,1,2,8,10,10,0.166
cyclopeltis_semicordata,terrestrial,2,1,3,7,10,8,0.166
cyclopeltis_semicordata,terrestrial,2,2,1,6,7,6,0.166
cyclopeltis_semicordata,terrestrial,2,2,2,8,7,8,0.166
cyclopeltis_semicordata,terrestrial,2,2,3,6,7,8,0.166
cyclopeltis_semicordata,terrestrial,2,3,1,11,7,8,0.166
cyclopeltis_semicordata,terrestrial,2,3,2,9,9,8,0.166
cyclopeltis_semicordata,terrestrial,2,3,3,9,7,8,0.166
cyclopeltis_semicordata,terrestrial,3,1,1,6,10,10,0.166
cyclopeltis_semicordata,terrestrial,3,1,2,10,7,6,0.166
cyclopeltis_semicordata,terrestrial,3,1,3,10,6,7,0.166
cyclopeltis_semicordata,terrestrial,3,2,1,9,7,8,0.166
cyclopeltis_semicordata,terrestrial,3,2,2,9,8,9,0.166
cyclopeltis_semicordata,terrestrial,3,2,3,9,7,8,0.166
cyclopeltis_semicordata,terrestrial,3,3,1,8,8,10,0.166
cyclopeltis_semicordata,terrestrial,3,3,2,8,8,7,0.166
cyclopeltis_semicordata,terrestrial,3,3,3,7,8,10,0.166
cyclopeltis_semicordata,terrestrial,4,1,1,7,6,7,0.166
cyclopeltis_semicordata,terrestrial,4,1,2,7,5,8,0.166
cyclopeltis_semicordata,terrestrial,4,1,3,11,7,9,0.166
cyclopeltis_semicordata,terrestrial,4,2,1,7,8,8,0.166
cyclopeltis_semicordata,terrestrial,4,2,2,8,9,8,0.166
cyclopeltis_semicordata,terrestrial,4,2,3,8,9,9,0.166
cyclopeltis_semicordata,terrestrial,4,3,1,6,8,7,0.166
cyclopeltis_semicordata,terrestrial,4,2,2,8,7,8,0.166
cyclopeltis_semicordata,terrestrial,4,2,3,6,8,8,0.166
cyclopeltis_semicordata,terrestrial,7,1,1,8,7,9,0.166
cyclopeltis_semicordata,terrestrial,7,1,2,7,8,8,0.166
cyclopeltis_semicordata,terrestrial,7,1,3,8,9,11,0.166
cyclopeltis_semicordata,terrestrial,7,2,1,7,9,12,0.166
cyclopeltis_semicordata,terrestrial,7,2,2,9,11,9,0.166
cyclopeltis_semicordata,terrestrial,7,2,3,8,11,9,0.166
cyclopeltis_semicordata,terrestrial,7,3,1,8,11,9,0.166
cyclopeltis_semicordata,terrestrial,7,3,2,9,9,10,0.166
cyclopeltis_semicordata,terrestrial,7,3,3,8,10,9,0.166
cyclopeltis_semicordata,terrestrial,6,1,1,9,9,10,0.166
cyclopeltis_semicordata,terrestrial,6,1,2,8,10,9,0.166
cyclopeltis_semicordata,terrestrial,6,1,3,10,9,8,0.166
cyclopeltis_semicordata,terrestrial,6,2,1,8,8,9,0.166
cyclopeltis_semicordata,terrestrial,6,2,2,8,10,9,0.166
cyclopeltis_semicordata,terrestrial,6,2,3,8,8,9,0.166
cyclopeltis_semicordata,terrestrial,6,3,1,8,13,8,0.166
cyclopeltis_semicordata,terrestrial,6,3,2,9,7,9,0.166
cyclopeltis_semicordata,terrestrial,6,3,3,8,7,9,0.166
mickelia_nicotianifolia,terrestrial,1,1,1,3,2,2,0.166
mickelia_nicotianifolia,terrestrial,1,1,2,2,2,2,0.166
mickelia_nicotianifolia,terrestrial,1,1,3,3,4,4,0.166
mickelia_nicotianifolia,terrestrial,1,2,1,4,2,3,0.166
mickelia_nicotianifolia,terrestrial,1,2,2,4,3,5,0.166
mickelia_nicotianifolia,terrestrial,1,2,3,3,3,5,0.166
mickelia_nicotianifolia,terrestrial,1,3,1,4,4,3,0.166
mickelia_nicotianifolia,terrestrial,1,3,2,3,5,4,0.166
mickelia_nicotianifolia,terrestrial,1,3,3,2,6,4,0.166
mickelia_nicotianifolia,terrestrial,2,1,1,6,6,4,0.166
mickelia_nicotianifolia,terrestrial,2,1,2,5,6,6,0.166
mickelia_nicotianifolia,terrestrial,2,1,3,5,5,4,0.166
mickelia_nicotianifolia,terrestrial,2,2,1,5,4,4,0.166
mickelia_nicotianifolia,terrestrial,2,2,2,2,3,5,0.166
mickelia_nicotianifolia,terrestrial,2,2,3,3,3,3,0.166
mickelia_nicotianifolia,terrestrial,2,3,1,4,2,1,0.166
mickelia_nicotianifolia,terrestrial,2,3,2,5,3,3,0.166
mickelia_nicotianifolia,terrestrial,2,3,3,5,3,5,0.166
mickelia_nicotianifolia,terrestrial,3,1,1,3,2,5,0.166
mickelia_nicotianifolia,terrestrial,3,1,2,3,4,3,0.166
mickelia_nicotianifolia,terrestrial,3,1,3,4,5,3,0.166
mickelia_nicotianifolia,terrestrial,3,2,1,4,5,2,0.166
mickelia_nicotianifolia,terrestrial,3,2,2,4,4,5,0.166
mickelia_nicotianifolia,terrestrial,3,2,3,5,2,5,0.166
mickelia_nicotianifolia,terrestrial,3,3,1,3,4,3,0.166
mickelia_nicotianifolia,terrestrial,3,3,2,2,4,3,0.166
mickelia_nicotianifolia,terrestrial,3,3,3,3,1,5,0.166
mickelia_nicotianifolia,terrestrial,4,1,1,5,2,5,0.166
mickelia_nicotianifolia,terrestrial,4,1,2,3,4,3,0.166
mickelia_nicotianifolia,terrestrial,4,1,3,3,6,4,0.166
mickelia_nicotianifolia,terrestrial,4,2,1,4,5,5,0.166
mickelia_nicotianifolia,terrestrial,4,2,2,4,4,5,0.166
mickelia_nicotianifolia,terrestrial,4,2,3,4,2,3,0.166
mickelia_nicotianifolia,terrestrial,4,3,1,4,5,4,0.166
mickelia_nicotianifolia,terrestrial,4,3,2,5,3,6,0.166
mickelia_nicotianifolia,terrestrial,4,3,3,4,6,5,0.166
mickelia_nicotianifolia,terrestrial,5,1,1,3,3,3,0.166
mickelia_nicotianifolia,terrestrial,5,1,2,2,1,1,0.166
mickelia_nicotianifolia,terrestrial,5,1,3,3,2,1,0.166
mickelia_nicotianifolia,terrestrial,5,2,1,3,2,2,0.166
mickelia_nicotianifolia,terrestrial,5,2,2,1,2,3,0.166
mickelia_nicotianifolia,terrestrial,5,2,3,3,4,2,0.166
mickelia_nicotianifolia,terrestrial,5,3,1,3,2,2,0.166
mickelia_nicotianifolia,terrestrial,5,3,2,2,1,2,0.166
mickelia_nicotianifolia,terrestrial,5,3,3,4,3,3,0.166
mickelia_nicotianifolia,terrestrial,6,1,1,1,2,2,0.166
mickelia_nicotianifolia,terrestrial,6,1,2,3,4,5,0.166
mickelia_nicotianifolia,terrestrial,6,1,3,3,4,4,0.166
mickelia_nicotianifolia,terrestrial,6,2,1,4,2,4,0.166
mickelia_nicotianifolia,terrestrial,6,2,2,3,2,3,0.166
mickelia_nicotianifolia,terrestrial,6,2,3,5,3,3,0.166
mickelia_nicotianifolia,terrestrial,6,3,1,3,4,5,0.166
mickelia_nicotianifolia,terrestrial,6,2,2,4,3,4,0.166
mickelia_nicotianifolia,terrestrial,6,2,3,4,5,4,0.166
tectaria_incisa,terrestrial,1,1,1,13,10,10,0.166
tectaria_incisa,terrestrial,1,1,2,10,11,9,0.166
tectaria_incisa,terrestrial,1,1,3,12,8,10,0.166
tectaria_incisa,terrestrial,1,2,1,12,9,11,0.166
tectaria_incisa,terrestrial,1,2,2,10,9,11,0.166
tectaria_incisa,terrestrial,1,2,3,11,11,11,0.166
tectaria_incisa,terrestrial,1,3,1,10,11,9,0.166
tectaria_incisa,terrestrial,1,3,2,12,9,11,0.166
tectaria_incisa,terrestrial,1,3,3,11,9,11,0.166
tectaria_incisa,terrestrial,2,1,1,10,13,14,0.166
tectaria_incisa,terrestrial,2,1,2,14,14,13,0.166
tectaria_incisa,terrestrial,2,1,3,17,17,10,0.166
tectaria_incisa,terrestrial,2,2,1,15,17,19,0.166
tectaria_incisa,terrestrial,2,2,2,19,17,19,0.166
tectaria_incisa,terrestrial,2,2,3,16,16,17,0.166
tectaria_incisa,terrestrial,2,3,1,21,18,16,0.166
tectaria_incisa,terrestrial,2,3,2,14,16,14,0.166
tectaria_incisa,terrestrial,2,3,3,14,18,19,0.166
tectaria_incisa,terrestrial,3,1,1,24,22,21,0.159
tectaria_incisa,terrestrial,3,1,2,23,21,25,0.159
tectaria_incisa,terrestrial,3,1,3,19,23,19,0.159
tectaria_incisa,terrestrial,3,2,1,22,19,19,0.159
tectaria_incisa,terrestrial,3,2,2,20,16,20,0.159
tectaria_incisa,terrestrial,3,2,3,23,20,21,0.159
tectaria_incisa,terrestrial,3,3,1,20,17,21,0.159
tectaria_incisa,terrestrial,3,3,2,23,20,22,0.159
tectaria_incisa,terrestrial,3,3,3,23,26,21,0.159
tectaria_incisa,terrestrial,4,1,1,18,18,19,0.159
tectaria_incisa,terrestrial,4,1,2,19,17,20,0.159
tectaria_incisa,terrestrial,4,1,3,19,20,19,0.159
tectaria_incisa,terrestrial,4,2,1,20,15,17,0.159
tectaria_incisa,terrestrial,4,2,2,20,21,13,0.159
tectaria_incisa,terrestrial,4,2,3,19,18,19,0.159
tectaria_incisa,terrestrial,4,3,1,13,14,14,0.159
tectaria_incisa,terrestrial,4,3,2,15,16,18,0.159
tectaria_incisa,terrestrial,4,3,3,17,18,15,0.159
tectaria_incisa,terrestrial,5,1,1,16,18,19,0.166
tectaria_incisa,terrestrial,5,1,2,21,19,17,0.166
tectaria_incisa,terrestrial,5,1,3,16,15,17,0.166
tectaria_incisa,terrestrial,5,2,1,17,20,18,0.166
tectaria_incisa,terrestrial,5,2,2,16,19,17,0.166
tectaria_incisa,terrestrial,5,2,3,16,15,20,0.166
tectaria_incisa,terrestrial,5,3,1,18,20,17,0.166
tectaria_incisa,terrestrial,5,3,2,17,17,20,0.166
tectaria_incisa,terrestrial,5,3,3,15,17,18,0.166
tectaria_incisa,terrestrial,6,1,1,10,8,8,0.166
tectaria_incisa,terrestrial,6,1,2,10,7,7,0.166
tectaria_incisa,terrestrial,6,1,3,13,11,7,0.166
tectaria_incisa,terrestrial,6,2,1,12,9,11,0.166
tectaria_incisa,terrestrial,6,2,2,10,7,7,0.166
tectaria_incisa,terrestrial,6,2,3,11,10,7,0.166
tectaria_incisa,terrestrial,6,3,1,10,8,8,0.166
tectaria_incisa,terrestrial,6,2,2,10,11,11,0.166
tectaria_incisa,terrestrial,6,2,3,12,7,2,0.166
thelypteris_nicaraguensis,terrestrial,1,1,1,17,17,18,
thelypteris_nicaraguensis,terrestrial,1,1,2,16,20,20,
thelypteris_nicaraguensis,terrestrial,1,1,3,25,26,27,
thelypteris_nicaraguensis,terrestrial,1,2,1,24,23,28,
thelypteris_nicaraguensis,terrestrial,1,2,2,30,34,31,
thelypteris_nicaraguensis,terrestrial,1,2,3,27,34,30,
thelypteris_nicaraguensis,terrestrial,1,3,1,15,15,19,
thelypteris_nicaraguensis,terrestrial,1,3,2,22,19,18,
thelypteris_nicaraguensis,terrestrial,1,3,3,20,19,20,
thelypteris_nicaraguensis,terrestrial,2,1,1,15,16,16,
thelypteris_nicaraguensis,terrestrial,2,1,2,21,25,21,
thelypteris_nicaraguensis,terrestrial,2,1,3,20,19,16,
thelypteris_nicaraguensis,terrestrial,2,2,1,15,19,16,
thelypteris_nicaraguensis,terrestrial,2,2,2,20,19,16,
thelypteris_nicaraguensis,terrestrial,2,2,3,22,19,16,
thelypteris_nicaraguensis,terrestrial,2,3,1,22,19,25,
thelypteris_nicaraguensis,terrestrial,2,3,2,19,16,18,
thelypteris_nicaraguensis,terrestrial,2,3,3,21,19,18,
thelypteris_nicaraguensis,terrestrial,3,1,1,14,14,16,
thelypteris_nicaraguensis,terrestrial,3,1,2,19,15,16,
thelypteris_nicaraguensis,terrestrial,3,1,3,13,14,18,
thelypteris_nicaraguensis,terrestrial,3,2,1,18,20,16,
thelypteris_nicaraguensis,terrestrial,3,2,2,16,22,18,
thelypteris_nicaraguensis,terrestrial,3,2,3,19,20,19,
thelypteris_nicaraguensis,terrestrial,3,3,1,16,16,14,
thelypteris_nicaraguensis,terrestrial,3,3,2,20,18,19,
thelypteris_nicaraguensis,terrestrial,3,3,3,20,21,19,
thelypteris_nicaraguensis,terrestrial,4,1,1,15,13,12,
thelypteris_nicaraguensis,terrestrial,4,1,2,16,13,12,
thelypteris_nicaraguensis,terrestrial,4,1,3,15,13,12,
thelypteris_nicaraguensis,terrestrial,4,2,1,12,15,15,
thelypteris_nicaraguensis,terrestrial,4,2,2,13,17,8,
thelypteris_nicaraguensis,terrestrial,4,2,3,15,17,13,
thelypteris_nicaraguensis,terrestrial,4,3,1,10,17,17,
thelypteris_nicaraguensis,terrestrial,4,3,2,15,13,12,
thelypteris_nicaraguensis,terrestrial,4,3,3,17,15,15,
thelypteris_nicaraguensis,terrestrial,5,1,1,19,21,18,
thelypteris_nicaraguensis,terrestrial,5,1,2,18,19,14,
thelypteris_nicaraguensis,terrestrial,5,1,3,18,19,20,
thelypteris_nicaraguensis,terrestrial,5,2,1,20,24,16,
thelypteris_nicaraguensis,terrestrial,5,2,2,20,26,18,
thelypteris_nicaraguensis,terrestrial,5,2,3,20,19,24,
thelypteris_nicaraguensis,terrestrial,5,3,1,18,17,18,
thelypteris_nicaraguensis,terrestrial,5,3,2,24,19,20,
thelypteris_nicaraguensis,terrestrial,5,3,3,18,22,17,
thelypteris_nicaraguensis,terrestrial,6,1,1,20,19,18,
thelypteris_nicaraguensis,terrestrial,6,1,2,18,18,18,
thelypteris_nicaraguensis,terrestrial,6,1,3,19,18,16,
thelypteris_nicaraguensis,terrestrial,6,2,1,20,18,24,
thelypteris_nicaraguensis,terrestrial,6,2,2,20,18,24,
thelypteris_nicaraguensis,terrestrial,6,2,3,21,19,16,
thelypteris_nicaraguensis,terrestrial,6,3,1,19,21,18,
thelypteris_nicaraguensis,terrestrial,6,2,2,18,18,19,
thelypteris_nicaraguensis,terrestrial,6,2,3,20,19,16,
asplenium_serratum,terrestrial,1,1,1,1,4,2,
asplenium_serratum,terrestrial,1,1,2,3,2,3,
asplenium_serratum,terrestrial,1,1,3,2,3,3,
asplenium_serratum,terrestrial,1,2,1,2,3,2,
asplenium_serratum,terrestrial,1,2,2,1,1,2,
asplenium_serratum,terrestrial,1,2,3,2,2,2,
asplenium_serratum,terrestrial,1,3,1,2,1,2,
asplenium_serratum,terrestrial,1,3,2,2,1,3,
asplenium_serratum,terrestrial,1,3,3,4,2,2,
asplenium_serratum,terrestrial,2,1,1,2,1,2,
asplenium_serratum,terrestrial,2,1,2,1,3,3,
asplenium_serratum,terrestrial,2,1,3,2,3,2,
asplenium_serratum,terrestrial,2,2,1,3,2,2,
asplenium_serratum,terrestrial,2,2,2,4,1,2,
asplenium_serratum,terrestrial,2,2,3,2,3,3,
asplenium_serratum,terrestrial,2,3,1,3,4,3,
asplenium_serratum,terrestrial,2,3,2,2,3,1,
asplenium_serratum,terrestrial,2,3,3,3,3,2,
asplenium_serratum,terrestrial,3,1,1,2,2,3,
asplenium_serratum,terrestrial,3,1,2,1,2,1,
asplenium_serratum,terrestrial,3,1,3,2,3,4,
asplenium_serratum,terrestrial,3,2,1,2,1,1,
asplenium_serratum,terrestrial,3,2,2,1,3,3,
asplenium_serratum,terrestrial,3,2,3,2,2,2,
asplenium_serratum,terrestrial,3,3,1,1,2,1,
asplenium_serratum,terrestrial,3,3,2,2,2,1,
asplenium_serratum,terrestrial,3,3,3,2,2,2,
asplenium_serratum,terrestrial,4,1,1,2,2,1,
asplenium_serratum,terrestrial,4,1,2,2,1,2,
asplenium_serratum,terrestrial,4,1,3,1,1,1,
asplenium_serratum,terrestrial,4,2,1,1,2,1,
asplenium_serratum,terrestrial,4,2,2,3,1,2,
asplenium_serratum,terrestrial,4,2,3,1,3,1,
asplenium_serratum,terrestrial,4,3,1,1,2,1,
asplenium_serratum,terrestrial,4,3,2,1,2,1,
asplenium_serratum,terrestrial,4,3,3,2,2,2,
asplenium_serratum,terrestrial,5,1,1,3,4,2,
asplenium_serratum,terrestrial,5,1,2,4,2,1,
asplenium_serratum,terrestrial,5,1,3,3,1,1,
asplenium_serratum,terrestrial,5,2,1,3,3,1,
asplenium_serratum,terrestrial,5,2,2,2,2,2,
asplenium_serratum,terrestrial,5,2,3,2,3,2,
asplenium_serratum,terrestrial,5,3,1,2,2,2,
asplenium_serratum,terrestrial,5,3,2,4,2,1,
asplenium_serratum,terrestrial,5,3,3,2,3,2,
asplenium_serratum,terrestrial,6,1,1,3,2,2,
asplenium_serratum,terrestrial,6,1,2,2,3,3,
asplenium_serratum,terrestrial,6,1,3,4,2,2,
asplenium_serratum,terrestrial,6,2,1,3,2,2,
asplenium_serratum,terrestrial,6,2,2,4,2,3,
asplenium_serratum,terrestrial,6,2,3,3,3,4,
asplenium_serratum,terrestrial,6,3,1,3,2,2,
asplenium_serratum,terrestrial,6,2,2,3,2,3,
asplenium_serratum,terrestrial,6,2,3,4,3,3,
